Date,TCODE,PNUM,MEAS,UM,UP,QtyInPackages,Cost,ExtCost,Price,ExtPrice,Profit
6/8/18,IN,12HS,1,G,BULK,507.8,2.25,1146.96,2.57,1309.62,163
6/8/18,IN,12HS,1,G,BULK,1100.8,2.25,2486.37,2.47,2728.88,242
6/8/18,IN,12LS,1,G,BULK,245.6,2.22,547.09,2.6,640.03,93
6/8/18,IN,12HS,1,G,BULK,297.9,2.25,672.86,2.47,738.49,66
6/8/18,IN,12LS,1,G,BULK,484.8,2.19,1065.25,2.53,1229.45,164
6/8/18,IN,12HS,1,G,BULK,233.9,2.22,520.1,2.61,612.58,92
6/8/18,IN,12LS,1,G,BULK,1082.9,2.19,2379.45,2.53,2749.48,370
6/8/18,IN,12HS,1,G,BULK,210.9,2.22,468.95,2.58,546.02,77
6/8/18,IN,12LS,1,G,BULK,1403.8,2.19,3084.56,2.52,3546,461
6/8/18,IN,12LS,1,G,BULK,356,2.19,782.23,2.46,877.9,96
6/8/18,IN,12HS,1,G,BULK,375.8,2.22,835.62,2.61,984.22,149
6/8/18,IN,12LS,1,G,BULK,1371.2,2.19,3012.93,2.53,3477.36,464
6/9/18,IN,12LS,1,G,BULK,1172.6,2.19,2576.55,2.52,2961.99,385
6/10/18,IN,12HS,1,G,BULK,125.9,2.25,284.37,2.71,342.32,58
6/11/18,IN,12LS,1,G,Cargo Tank,7500,2.25,16884,2.27,17071.5,188
6/11/18,IN,12LS,1,G,BULK,757,2.22,1686.29,2.5,1897.04,211
6/11/18,IN,12HS,1,G,BULK,284,2.25,641.47,2.49,709.72,68
6/11/18,IN,12HS,1,G,BULK,205.7,2.25,464.61,2.49,514.04,49
6/11/18,IN,12HS,1,G,BULK,685,2.25,1547.2,2.43,1670.72,124
6/11/18,IN,12LS,1,G,BULK,26,2.23,58.06,2.53,65.94,8
6/11/18,IN,12HS,1,G,BULK,279.3,2.25,630.85,2.49,697.97,67
6/11/18,IN,12HS,1,G,BULK,83.5,2.25,188.6,2.49,208.67,20
6/11/18,IN,12HS,1,G,BULK,399.9,2.25,903.25,2.49,999.35,96
6/11/18,IN,12LS,1,G,BULK,369.9,2.22,823.98,2.55,945.46,121
6/11/18,IN,12LS,1,G,BULK,1000,2.21,2215.3,2.41,2416,201
6/11/18,IN,12LS,1,G,BULK,554.9,2.21,1229.26,2.44,1357.29,128
6/11/18,IN,12HS,1,G,BULK,600,2.22,1334.16,2.55,1535.4,201
6/11/18,IN,12HS,1,G,BULK,120,2.22,266.83,2.55,307.08,40
6/11/18,IN,12LS,1,G,BULK,641,2.19,1408.46,2.5,1606.35,198
6/11/18,IN,12LS,1,G,BULK,323,2.19,709.72,2.5,809.44,100
6/11/18,IN,12LS,1,G,BULK,228,2.19,500.98,2.5,571.37,70
6/11/18,IN,12LS,1,G,BULK,900,2.19,1977.57,2.48,2237.4,260
6/11/18,IN,12HS,1,G,BULK,225,2.22,500.31,2.43,548.78,48
6/11/18,IN,12LS,1,G,BULK,675,2.19,1483.17,2.5,1691.55,208
6/11/18,IN,12HS,1,G,BULK,165,2.22,366.89,2.59,428.84,62
6/12/18,IN,12HS,1,G,BULK,205,2.23,457.86,2.56,526.65,69
6/12/18,IN,12HS,1,G,BULK,150,2.23,335.02,2.56,385.35,50
6/12/18,IN,12LS,1,G,BULK,26,2.22,57.91,2.53,65.94,8
6/12/18,IN,12HS,1,G,BULK,630.9,2.23,1407.91,2.61,1652.33,244
6/12/18,IN,12HS,1,G,BULK,218.9,2.23,488.49,2.66,584.24,96
6/12/18,IN,12HS,1,G,BULK,307.9,2.23,687.1,2.26,698.63,12
6/12/18,IN,12HS,1,G,BULK,143.2,2.23,319.56,2.71,389.36,70
6/12/18,IN,12LS,1,G,BULK,534,2.2,1176.82,2.5,1338.2,161
6/12/18,IN,12HS,1,G,BULK,55,2.21,121.73,2.59,142.95,21
6/12/18,IN,12HS,1,G,BULK,231.4,2.21,512.18,2.59,601.41,89
6/12/18,IN,12HS,1,G,BULK,530,2.21,1173.1,2.59,1377.47,204
6/12/18,IN,12LS,1,G,BULK,822,2.2,1811.52,2.48,2043.49,232
6/12/18,IN,12LS,1,G,BULK,882.5,2.2,1944.85,2.5,2211.55,267
6/12/18,IN,12LS,1,G,BULK,705,2.2,1553.67,2.44,1724.43,171
6/12/18,IN,12HS,1,G,BULK,225,2.21,498.01,2.45,553.28,55
6/12/18,IN,12HS,1,G,BULK,2010,2.21,4448.93,2.49,5022.99,574
6/12/18,IN,12LS,1,G,BULK,874,2.2,1926.12,2.5,2190.24,264
6/12/18,IN,12HS,1,G,BULK,312,2.21,690.58,2.59,810.89,120
6/13/18,IN,12LS,1,G,BULK,569,2.22,1268.58,2.58,1471.43,203
6/13/18,IN,12HS,1,G,BULK,300,2.23,669.96,2.56,770.7,101
6/13/18,IN,12LS,1,G,BULK,16,2.21,35.44,2.53,40.58,5
6/13/18,IN,12HS,1,G,BULK,92,2.23,205.45,2.57,237.27,32
6/13/18,IN,12HS,1,G,BULK,200,2.23,446.64,2.57,515.8,69
6/13/18,IN,12LS,1,G,BULK,759.9,2.22,1694.19,2.44,1858.72,165
6/13/18,IN,12HS,1,G,BULK,378.2,2.23,844.59,2.61,990.51,146
6/13/18,IN,12LS,1,G,BULK,388.7,2.22,866.6,2.55,993.52,127
6/13/18,IN,12LS,1,G,BULK,532.5,2.22,1187.2,2.44,1302.5,115
6/13/18,IN,12LS,1,G,BULK,1056.9,2.22,2356.35,2.44,2585.18,229
6/13/18,IN,12LS,1,G,BULK,784.5,2.22,1749.04,2.53,1989.49,240
6/13/18,IN,12HS,1,G,BULK,132.8,2.23,296.4,2.71,361.08,65
6/13/18,IN,12LS,1,G,BULK,592,2.19,1299.44,2.48,1471.71,172
6/13/18,IN,12LS,1,G,BULK,800,2.19,1756,2.48,1988.8,233
6/13/18,IN,12LS,1,G,BULK,226,2.19,496.07,2.48,561.84,66
6/13/18,IN,12HS,1,G,BULK,1103,2.19,2416.78,2.43,2690.22,273
6/13/18,IN,12LS,1,G,BULK,325,2.19,713.37,2.44,794.95,82
6/13/18,IN,12LS,1,G,BULK,150,2.19,329.25,2.5,375.9,47
6/13/18,IN,12LS,1,G,BULK,595,2.19,1306.02,2.5,1491.07,185
6/13/18,IN,12HS,1,G,BULK,384,2.19,841.38,2.55,982.66,141
6/13/18,IN,12HS,1,G,BULK,249.9,2.19,547.55,2.55,639.49,92
6/13/18,IN,12HS,1,G,BULK,176.1,2.19,385.85,2.47,436.55,51
6/13/18,IN,12LS,1,G,BULK,228,2.19,500.46,2.5,571.37,71
6/13/18,IN,12HS,1,G,BULK,850,2.19,1862.43,2.43,2073.15,211
6/13/18,IN,12LS,1,G,BULK,700,2.19,1536.5,2.44,1712.2,176
6/14/18,IN,12HS,1,G,BULK,150,2.23,334.8,2.59,389.85,55
6/14/18,IN,12HS,1,G,BULK,143.8,2.23,320.96,2.57,370.86,50
6/14/18,IN,12LS,1,G,BULK,544,2.2,1200.98,2.39,1303.42,102
6/14/18,IN,12HS,1,G,BULK,1885,2.23,4207.32,2.39,4522.12,315
6/14/18,IN,12HS,1,G,BULK,186.1,2.23,415.37,2.59,483.67,68
6/14/18,IN,12LS,1,G,BULK,1256,2.2,2772.87,2.54,3197.78,425
6/14/18,IN,12LS,1,G,BULK,1525,2.2,3366.74,2.44,3730.15,363
6/14/18,IN,12LS,1,G,BULK,17,2.2,37.51,2.53,43.11,6
6/14/18,IN,12HS,1,G,BULK,511.9,2.2,1128.99,2.71,1391.86,263
6/14/18,IN,12HS,1,G,BULK,121.2,2.22,270.13,2.61,317.42,47
6/14/18,IN,12HS,1,G,BULK,235.7,2.22,525.32,2.61,617.3,92
6/14/18,IN,12HS,1,G,BULK,450.6,2.22,1004.29,2.61,1180.12,176
6/14/18,IN,12HS,1,G,BULK,400.8,2.22,893.3,2.54,1021.64,128
6/14/18,IN,12HS,1,G,BULK,100,2.22,222.88,2.52,252.9,30
6/14/18,IN,12HS,1,G,BULK,185.9,2.22,414.33,2.52,470.14,56
6/14/18,IN,12HS,1,G,BULK,169.3,2.22,377.33,2.71,460.33,83
6/14/18,IN,12LS,1,G,BULK,301.8,2.2,666.01,2.6,786.49,120
6/14/18,IN,12LS,1,G,BULK,486,2.19,1069.05,2.5,1217.92,149
6/14/18,IN,12LS,1,G,BULK,1026,2.19,2256.89,2.48,2550.64,294
6/14/18,IN,12HS,1,G,BULK,343,2.2,756.79,2.55,877.74,121
6/14/18,IN,12LS,1,G,BULK,622,2.19,1368.21,2.44,1521.41,153
6/14/18,IN,12HS,1,G,BULK,476.8,2.2,1052.01,2.55,1220.13,168
6/14/18,IN,12HS,1,G,BULK,710,2.2,1566.54,2.49,1774.29,208
6/14/18,IN,12HS,1,G,BULK,485,2.2,1070.1,2.55,1241.12,171
6/14/18,IN,12HS,1,G,BULK,377,2.2,831.81,2.55,964.74,133
6/14/18,IN,12LS,1,G,BULK,900,2.19,1979.73,2.48,2237.4,258
6/15/18,IN,12LS,1,G,Cargo Tank,7306,1.52,11124.11,2.2,16100.96,4977
6/15/18,IN,12LS,1,G,Cargo Tank,7306,2.18,15954.83,2.2,16100.96,146
6/15/18,IN,12LS,1,G,BULK,740,2.23,1654.49,2.54,1884.04,230
6/15/18,IN,12LS,1,G,BULK,16,2.2,35.3,2.53,40.58,5
6/15/18,IN,12HS,1,G,BULK,568,2.22,1265.95,2.49,1419.43,153
6/15/18,IN,12HS,1,G,BULK,705.7,2.22,1572.86,2.39,1692.97,120
6/15/18,IN,12LS,1,G,BULK,249.4,2.23,557.6,2.39,597.56,40
6/15/18,IN,12HS,1,G,BULK,1185.7,2.22,2637.7,2.71,3223.92,586
6/15/18,IN,12HS,1,G,BULK,173.9,2.22,386.85,2.61,455.44,69
6/15/18,IN,12HS,1,G,BULK,336.7,2.22,749.02,2.61,881.82,133
6/15/18,IN,12HS,1,G,BULK,197.9,2.22,440.24,2.71,538.09,98
6/15/18,IN,12HS,1,G,BULK,487.4,2.22,1084.27,2.61,1276.5,192
6/15/18,IN,12LS,1,G,BULK,415,2.23,927.48,2.57,1069.04,142
6/15/18,IN,12HS,1,G,BULK,150,2.22,333.69,2.71,407.85,74
6/15/18,IN,12HS,1,G,BULK,296.8,2.22,660.26,2.61,777.32,117
6/15/18,IN,12HS,1,G,BULK,461.2,2.22,1025.98,2.52,1166.37,140
6/15/18,IN,12HS,1,G,BULK,540,2.2,1191.51,2.55,1381.86,190
6/15/18,IN,12HS,1,G,BULK,243,2.2,536.17,2.55,621.84,86
6/15/18,IN,12LS,1,G,BULK,928,2.21,2055.89,2.48,2307.01,251
6/15/18,IN,12LS,1,G,BULK,404,2.21,895.02,2.5,1012.42,117
6/15/18,IN,12LS,1,G,BULK,240,2.21,531.69,2.5,601.44,70
6/15/18,IN,12LS,1,G,BULK,1100,2.21,2436.94,2.48,2734.6,298
6/15/18,IN,12LS,1,G,BULK,400,2.21,886.16,2.44,978.4,92
6/15/18,IN,12HS,1,G,BULK,193.6,2.2,427.17,2.43,472.19,45
6/15/18,IN,12LS,1,G,BULK,1180,2.21,2614.17,2.6,3075.08,461
6/15/18,IN,12HS,1,G,BULK,116,2.2,255.95,2.55,296.84,41
6/15/18,IN,12LS,1,G,BULK,371.2,2.21,822.35,2.5,930.23,108
6/16/18,IN,12HS,1,G,BULK,142.4,2.2,313.59,2.71,387.19,74
6/18/18,IN,12HS,1,G,BULK,935.4,2.22,2080.89,2.41,2262.73,182
6/18/18,IN,12HS,1,G,BULK,72.6,2.22,161.5,2.49,181.43,20
6/18/18,IN,12HS,1,G,BULK,875.3,2.22,1947.19,2.39,2099.84,153
6/18/18,IN,12LS,1,G,BULK,15,2.23,33.53,2.53,38.04,4
6/18/18,IN,12HS,1,G,BULK,473,2.22,1052.23,2.41,1144.19,92
6/18/18,IN,12HS,1,G,BULK,360,2.22,800.85,2.41,870.84,70
6/18/18,IN,12LS,1,G,BULK,732.1,2.22,1632.43,2.54,1863.93,231
6/18/18,IN,12HS,1,G,BULK,103.2,2.22,229.31,2.61,270.28,41
6/18/18,IN,12HS,1,G,BULK,144,2.22,319.96,2.71,391.54,72
6/18/18,IN,12LS,1,G,BULK,180.6,2.22,402.7,2.6,470.64,68
6/18/18,IN,12HS,1,G,BULK,212.9,2.22,473.06,2.61,557.59,85
6/18/18,IN,12HS,1,G,BULK,200.5,2.22,445.51,2.61,525.11,80
6/18/18,IN,12LS,1,G,BULK,87.9,2.22,195.99,2.6,229.07,33
6/18/18,IN,12LS,1,G,BULK,999.2,2.22,2228.01,2.42,2424.06,196
6/18/18,IN,12HS,1,G,BULK,398.8,2.22,886.13,2.61,1044.46,158
6/18/18,IN,12LS,1,G,BULK,539,2.2,1189.89,2.42,1307.61,118
6/18/18,IN,12LS,1,G,BULK,1482,2.2,3271.66,2.4,3565.69,294
6/18/18,IN,12HS,1,G,BULK,245,2.19,537.4,2.41,592.66,55
6/18/18,IN,12HS,1,G,BULK,183,2.19,401.41,2.37,435.36,34
6/18/18,IN,12LS,1,G,BULK,612,2.2,1351.05,2.38,1460.23,109
6/18/18,IN,12HS,1,G,BULK,290,2.19,636.11,2.47,718.91,83
6/18/18,IN,12LS,1,G,BULK,600,2.2,1324.56,2.4,1443.6,119
6/19/18,IN,12HS,1,G,BULK,2625,2.2,5789.43,2.34,6166.13,377
6/19/18,IN,12HS,1,G,BULK,160,2.2,352.88,2.55,409.44,57
6/19/18,IN,12LS,1,G,BULK,460,2.22,1024.65,2.59,1194.16,170
6/19/18,IN,12HS,1,G,BULK,720,2.2,1587.96,2.51,1813.68,226
6/19/18,IN,12HS,1,G,BULK,806.6,2.2,1776.29,2.61,2112.49,336
6/19/18,IN,12LS,1,G,BULK,1061.4,2.21,2354.5,2.43,2585.57,231
6/19/18,IN,12HS,1,G,BULK,358.5,2.2,789.48,2.26,813.44,24
6/19/18,IN,12LS,1,G,BULK,504,2.18,1102.95,2.42,1222.7,120
6/19/18,IN,12LS,1,G,BULK,1085,2.18,2374.41,2.44,2653.91,280
6/19/18,IN,12LS,1,G,BULK,240,2.18,525.21,2.4,577.44,52
6/19/18,IN,12HS,1,G,BULK,500.4,2.18,1092.47,2.49,1250.5,158
6/19/18,IN,12HS,1,G,BULK,1731,2.18,3779.11,2.41,4187.29,408
6/19/18,IN,12HS,1,G,BULK,169,2.18,368.96,2.41,408.81,40
6/19/18,IN,12HS,1,G,BULK,405,2.18,884.19,2.51,1020.19,136
6/19/18,IN,12LS,1,G,BULK,779,2.18,1704.76,2.42,1889.85,185
6/20/18,IN,12LS,1,G,BULK,925,2.17,2011.69,2.42,2244.05,232
6/20/18,IN,12HS,1,G,BULK,50,2.2,110.27,2.55,127.95,18
6/20/18,IN,12HS,1,G,BULK,355,2.2,782.95,2.55,908.45,126
6/20/18,IN,12LS,1,G,BULK,410,2.22,913.27,2.54,1043.86,131
6/20/18,IN,12LS,1,G,BULK,1350,2.22,3007.12,2.39,3234.6,227
6/20/18,IN,12LS,1,G,BULK,39,2.22,86.87,2.57,100.46,14
6/20/18,IN,12HS,1,G,BULK,1000,2.2,2202.2,2.61,2619,417
6/20/18,IN,12LS,1,G,BULK,755.8,2.21,1676.59,2.54,1924.27,248
6/20/18,IN,12LS,1,G,BULK,520.9,2.21,1155.51,2.6,1357.47,202
6/20/18,IN,12HS,1,G,BULK,168.9,2.2,371.95,2.71,459.24,87
6/20/18,IN,12LS,1,G,BULK,500,2.18,1094.45,2.42,1213,119
6/20/18,IN,12HS,1,G,BULK,80,2.18,174.69,2.51,201.52,27
6/20/18,IN,12LS,1,G,BULK,390,2.18,853.67,2.44,953.94,100
6/20/18,IN,12LS,1,G,BULK,199.9,2.18,437.56,2.44,488.96,51
6/20/18,IN,12LS,1,G,BULK,250,2.18,547.22,2.42,606.5,59
6/20/18,IN,12HS,1,G,BULK,1226,2.18,2677.21,2.43,2990.21,313
6/20/18,IN,12HS,1,G,BULK,259.7,2.18,567.1,2.51,654.18,87
6/20/18,IN,12HS,1,G,BULK,277,2.18,604.88,2.49,692.22,87
6/20/18,IN,12HS,1,G,BULK,145,2.18,316.63,2.45,356.56,40
6/20/18,IN,12HS,1,G,BULK,54,2.18,117.91,2.49,134.95,17
6/21/18,IN,12HS,1,G,BULK,532,2.2,1171.57,2.45,1308.19,137
6/21/18,IN,12LS,1,G,BULK,371.1,2.21,823.21,2.5,929.98,107
6/21/18,IN,12LS,1,G,BULK,1195,2.21,2650.86,2.41,2887.12,236
6/21/18,IN,12LS,1,G,BULK,23,2.21,51.02,2.57,59.25,8
6/21/18,IN,12HS,1,G,BULK,135.8,2.19,298.54,2.71,369.24,71
6/21/18,IN,12LS,1,G,BULK,281.5,2.21,623.38,2.52,711.07,88
6/21/18,IN,12HS,1,G,BULK,142.9,2.19,314.15,2.71,388.55,74
6/21/18,IN,12LS,1,G,BULK,468.8,2.21,1038.15,2.54,1193.56,155
6/21/18,IN,12HS,1,G,BULK,141.9,2.19,311.95,2.71,385.83,74
6/21/18,IN,12HS,1,G,BULK,1876.4,2.19,4125.07,2.37,4463.96,339
